lat,lon,popDensity
1.4716668623351499,103.82833293343086,30.969294
1.4716668623351499,103.82916626676064,30.978708
1.4708335290054495,103.8058329335266,59.421127
1.4708335290054495,103.80666626685638,59.429012
1.4708335290054495,103.80749960018618,59.00828
1.4708335290054495,103.80833293351596,58.90186
1.4708335290054495,103.80916626684575,58.64777
1.4708335290054495,103.80999960017553,60.796276
1.4708335290054495,103.81499960015425,61.8969
1.4708335290054495,103.81583293348405,61.634304
1.4708335290054495,103.81666626681383,65.764786
1.4708335290054495,103.81749960014362,64.90839
1.4708335290054495,103.8183329334734,57.81228
1.4708335290054495,103.8191662668032,55.331753
1.4708335290054495,103.81999960013297,31.393784
1.4708335290054495,103.82749960010106,18.050652
1.4708335290054495,103.82833293343086,18.033678
1.4708335290054495,103.82916626676064,30.003483
1.4708335290054495,103.82999960009043,30.517542
1.4700001956757494,103.80416626686701,59.048347
1.4700001956757494,103.80499960019681,56.58124
1.4700001956757494,103.8058329335266,58.604706
1.4700001956757494,103.80666626685638,68.958855
1.4700001956757494,103.80749960018618,69.520256
1.4700001956757494,103.80833293351596,77.01106
1.4700001956757494,103.80916626684575,76.935555
1.4700001956757494,103.80999960017553,59.317673
1.4700001956757494,103.81083293350532,51.224525
1.4700001956757494,103.8116662668351,65.66662
1.4700001956757494,103.8124996001649,54.134937
1.4700001956757494,103.81333293349468,63.779522
1.4700001956757494,103.81416626682447,75.71846
1.4700001956757494,103.81499960015425,79.16665
1.4700001956757494,103.81583293348405,65.42061
1.4700001956757494,103.81666626681383,67.16443
1.4700001956757494,103.81749960014362,69.90408
1.4700001956757494,103.8183329334734,77.84525
1.4700001956757494,103.8191662668032,70.77177
1.4700001956757494,103.81999960013297,55.5194
1.4700001956757494,103.82083293346277,30.545847
1.4700001956757494,103.82749960010106,16.869848
1.4700001956757494,103.82833293343086,28.400618
1.4700001956757494,103.82916626676064,28.385466
1.4700001956757494,103.82999960009043,28.423594
1.4700001956757494,103.83083293342021,29.505493
1.469166862346049,103.80166626687766,52.269
1.469166862346049,103.80249960020744,57.10421
1.469166862346049,103.80333293353723,57.07812
1.469166862346049,103.80416626686701,58.741245
1.469166862346049,103.80499960019681,76.65345
1.469166862346049,103.8058329335266,77.59954
1.469166862346049,103.80666626685638,77.868286
1.469166862346049,103.80749960018618,83.551704
1.469166862346049,103.80833293351596,83.2116
1.469166862346049,103.80916626684575,81.90548
1.469166862346049,103.80999960017553,77.172005
1.469166862346049,103.81083293350532,65.91794
1.469166862346049,103.8116662668351,70.92653
1.469166862346049,103.8124996001649,57.584312
1.469166862346049,103.81333293349468,78.938934
1.469166862346049,103.81416626682447,66.80192
1.469166862346049,103.81499960015425,83.67616
1.469166862346049,103.81583293348405,83.593925
1.469166862346049,103.81666626681383,81.56153
1.469166862346049,103.81749960014362,71.579094
1.469166862346049,103.8183329334734,71.67939
1.469166862346049,103.8191662668032,61.98494
1.469166862346049,103.81999960013297,62.746803
1.469166862346049,103.82083293346277,67.51397
1.469166862346049,103.82166626679255,38.22659
1.469166862346049,103.82249960012234,21.907036
1.469166862346049,103.82666626677127,44.00976
1.469166862346049,103.82749960010106,32.035534
1.469166862346049,103.82833293343086,24.111938
1.469166862346049,103.82916626676064,29.507515
1.469166862346049,103.82999960009043,37.166294
1.469166862346049,103.83083293342021,29.50256
1.4683335290163488,103.80083293354787,57.89589
1.4683335290163488,103.80166626687766,57.75645
1.4683335290163488,103.80249960020744,77.35214
1.4683335290163488,103.80333293353723,80.1279
